Sno,Case ID,Case,Automation,Configurations,Created at,Created by,Folder,Issues,Priority,State,Status (latest),Tags,Updated by,Automation Script ID,Estimate,Expected,Forecast,JiraId,Precondition,Status date,Template,Test Steps,TPO Regression,Updated at,Description
499,89242,Validate recurring office adjustment is saved when 'Number to make' and 'Total' field is blank.,Will Automate,,2025-12-05T17:33:52.475Z,Apurva Katyayni,Finance,,High,Active,Passed,payables,,,,"1. Recurring Office Adjustment should be saved.
2. Should continue to make the adjustments for the amount each cycle until a user makes the Recurring Office Adjustment Inactive.",,FD-36176,"1. User is logged in.
2. New Recurring Adjustments is created.",2025-12-05T17:36:27.702Z,Case (text),"1. Login into the BTMS.
2. Navigate to FINANCE&gt;PAYABLES&gt;Recurring Commission Adjustments.
3. Click on New Recurring Adjustments.
4. Enter all fields but leave 'Number to make' and 'Total' field as blank.
5. Click on Submit button.
6. The first payment date will be added, the future will be added by the cron
7.  manually change the date of the created payments, in the table commission_adjustment_payments to be in the past, then run the cronjob manually with the URL https://brokerage.qc.suntecktts.com/fats/create_recurring_adjustments.php",No,,
500,89381,Validate that a user can create a new Commission Incentive with Expiry Date left blank.,Will Automate,,2025-12-09T07:44:37.596Z,Ashima Miglani,Finance,,High,Active,Passed,commissionsincentives,,,,"1. User should be able to save the newly created record without entering any expiration date.
2. Expiry Date stored as NULL in DB.
3.UI displays incentive as Active with no expiry (e.g., blank date or 'No Expiration').",,FD-36167,"1.User should have access to FINANCE &gt; PAYABLES &gt; Commission Incentives. 
2.Valid customers and salesperson exist.",2025-12-09T07:48:59.657Z,Case (text),"1. Login into the BTMS.
2. Navigate to FINANCE &gt; PAYABLES &gt; Commission Incentives.
3. Click on the Manage Incentives button.
4. Scroll to the bottom of the page and click on the New Incentive button.
5. Enter the details like:
* Name     * Type
* GL code    * Office share
etc.
6.Click on the Save button and observe.
7. New record will be created with created and modified date.
8. Click on the Manage button ahead of it.
9. Repeat step 2 and enter newly created incentive in the ""Incentive"" field and click on the Search button.
10. Click on the ""Add Customer"" button for newly created incentive.
11.Enter all the required details like 
* Customer        * Office %
etc. leaving expiration date blank.
12. Click on the Save button and observe.",No,,
501,89382,Validate that a user can edit an existing Commission Incentive with Expiry Date left blank.,Will Automate,,2025-12-09T07:44:37.619Z,Ashima Miglani,Finance,,High,Active,Passed,commissionsincentives,,,,"1. Record should be saved successfully with no validation error for empty Expiry Date.
2. Expiry Date stored as NULL in DB.
3.UI displays incentive as Active with no expiry (e.g., blank date or 'No Expiration').",,FD-36167,"1.User should have access to FINANCE &gt; PAYABLES &gt; Commission Incentives. 
2.Valid customers and salesperson exist.
3. There should be existing commission incentives with a set expiry date.
4. User should have editable rights to it.",2025-12-09T07:49:43.996Z,Case (text),"1. Login into the BTMS.
2. Navigate to FINANCE &gt; PAYABLES &gt; Commission Incentives.
3.Fill in details in any of the  fields:
* Created Date           * Status
* Effective Date          * Cust Master ID
* Office                         * Cust Agent ID
* Salesperson            * Customer
* Incentive                    * Incentive Type
4.Click on the Search button and observe.
5. Click on any of the items from Search results.
6. It will open in the edit mode.
7. Remove the expiration date and try saving it and observe.",No,,
502,89391,"Verify When a load has more than one Carrier Invoice Number, all invoice numbers should be displayed in the same cell as a comma-separated list under the Carrier Invoice # column.",Will Automate,,2025-12-09T08:14:32.870Z,Kavisha Garg,Finance,,Smoke,Active,Passed,"carrierspayablesqueue,loadsearch",,,,"When a load has more than one Carrier Invoice Number, all invoice numbers should be displayed in the same cell as a comma-separated list under the Carrier Invoice # column.",,FD-35026,"1.User is able to login in BTMS.
2.User access to the Carrier Payables Queue Report 
3.Load should be in Booked or greater status.
4.Load should  have a more than 1 carrier invoice for a particular carrier.",2025-12-09T11:41:22.556Z,Case (text),"1.User is able to login in BTMS.
2.Finance-&gt;Carrier Payable Queue.
3.Enter the required value in the filter and click search.
4.Verify When a load has more than one Carrier Invoice Number, all invoice numbers should be displayed in the same cell as a comma-separated list under the Carrier Invoice # column.",No,,
503,89393,Verify Carrier Invoice # displays correctly for loads with multiple carriers then each of those line items(carrier) will have one carrier invoice # with the same load number.,Will Automate,,2025-12-09T08:14:32.890Z,Kavisha Garg,Finance,,High,Active,Passed,"carrierspayablesqueue,loadsearch",,,,Carrier Invoice # displays correctly for loads with multiple carriers then each of those line items(carrier) will have one carrier invoice # with the same load number.,,FD-35026,"1.User is able to login in BTMS.
2.User access to the Carrier Payables Queue Report 
3.Load should be in Booked or greater status.
4.The loads contains more than one   carriers.",2025-12-09T15:51:21.160Z,Case (text),"1.User is able to login in BTMS.
2.Finance-&gt;Carrier Payable Queue.
3.Enter the required value in the filter and click search.
4.Verify Carrier Invoice # displays correctly for loads with multiple carriers then each of those line items(carrier) will have one carrier invoice # with the same load number.",No,,
504,125477,Report grid shows only eligible loads  with all required loadsh fields and selectable checkbox.,Will Automate,,2026-02-19T11:09:25.776Z,Pragya Yadav,Finance,,Smoke,Active,Passed,masterbilling,,,,"Columns are present and correctly populated from loadsh fields with non-null/accurate values for each eligible row:
Load# (unique load identifier)
Office code
Customer name
Ship Date
Deliver Date
PO#
BOL#
SHIP#",,FD-39638,"1.User should be able to login BTMS.
2.Users with the BILLING_MANAGER role can view or use this queue.
3.Customer exists with Invoice Delivery Option = Master Billing.
4.At least one processed load exists in the system that:
Belongs to the selected customer.",2026-02-20T12:11:49.679Z,Case (text),"1. Login to BTMS.
2. Click on finance.
3. Navigate to Finance ? Master Billing Invoice Queue.
4.click on Link �Master Billing Invoice Queue.
5.Apply the requried filter and click on search.
6.Observe the report grid results",No,,
505,125478,Report grid supports and displays Tritan Additional References (non-operational loads) fields from lsstop_edi_values.,Will Automate,,2026-02-19T11:09:25.790Z,Pragya Yadav,Finance,,High,Active,Passed,masterbilling,,,,"The grid displays the selected Additional References fields (PRO, Unique ID, PO Number, Equipment #, Bill of Lading - BL, Reference 1�6)",,FD-39638,"1.Billing user can access Finance ? Master Billing Invoice Queue.
2.The Additional References multi-select (or checklist) includes the following labels mapped to lsstop_edi_values:
PRO,Unique ID,PO Number,Equipment #,Bill of Lading - BL,
Reference 1
Reference 2
Reference 3
Reference 4
Reference 5
Reference 6
Test data exists:
3.At least one processed, eligible load (no master invoice number) per selected customer/date range with populated values for several of the above reference fields (e.g., PRO, PO Number, Reference 1).
4.At least one eligible load without these references to confirm display behavior.
5.Feature flags (if any) for Tritan additional references are ON.",2026-02-20T13:49:23.881Z,Case (text),"1.Log in to BTMS
2.Navigate to Finance ? Master Billing Invoice Queue.
3.Select a Customer and a master_invoice.pending_date range that includes the prepared test loads.
4.Open Additional References selector and choose multiple items (e.g., PRO, PO Number, Bill of Lading - BL, Reference 1).
5.Click Submit.",No,,
506,125479,Verify that the Check All button correctly selects ts all displayed loads in the Master Billing Invoice Queue grid.,Will Automate,,2026-02-19T11:09:25.805Z,Pragya Yadav,Finance,,High,Active,Passed,masterbilling,,,,"When Check All is clicked, all displayed load checkboxes become checked.",,FD-39638,"1.User should be able to login BTMS.
2.Users with the BILLING_MANAGER role can view or use this queue.
3.Customer exists with Invoice Delivery Option = Master Billing.
4.User has selected a valid customer and date range resulting in multiple load rows being displayed in the grid.
5.Each row contains a checkbox in the first column.",2026-02-20T13:53:11.476Z,Case (text),"1.Log in to BTMS
2.Navigate to Finance ? Master Billing Invoice Queue.
3.Select a Customer, choose the date range, optionally select Additional References, and click Submit.
4.Confirm that multiple rows of loads are displayed, each with a checkbox.
5.Click the Check All button.
6.Observe the individual load checkboxes.",No,,
507,125480,Ensure the Invoice Checked Loads button  is visible and clickable.,Will Automate,,2026-02-19T11:09:25.819Z,Pragya Yadav,Finance,,High,Active,Passed,masterbilling,,,,The Invoice Checked Loads button is visible on the screen.,,FD-39638,"1.User should be able to login BTMS.
2.Billing user has access to Finance ? Master Billing Invoice Queue.
3.A customer and date range have been selected so that the grid displays at least one load row with a selectable checkbox.",2026-02-20T13:53:54.272Z,Case (text),"1.Log into BTMS.
2.Navigate to Finance ? Master Billing Invoice Queue.
3.Select a Customer, choose a pending_date range, and click Submit.
4.Verify that multiple loads are displayed with individual checkboxes.
5.Observe the state of the Invoice Checked Loads button before selecting anything.",No,,
508,125481,Verify billing_manager role allows editing,Will Automate,,2026-02-19T18:40:18.411Z,Mukesh Singh,Finance,,High,Active,Passed,masterbilling,,,,User can modify all Invoice Delivery Options fields; “Send invoice backup docs via FTP” remains disabled without integration_admin role.,,FD-39659,User has billing_manager role. Customer Master record exists.,2026-02-19T18:41:45.292Z,Case (text),"1. Login into BTMS as user with billing_manager role
2. Open Customer Master Record
3. Click on edit and navigate to Invoice Delivery Options section
4. Modify Invoice Delivery Options",No,,
509,125482,Verify user without billing_manager role has read-only access,Will Automate,,2026-02-19T18:40:18.428Z,Mukesh Singh,Finance,,High,Active,Passed,masterbilling,,,,"All Invoice Delivery Options fields are visible but disabled (non-editable). User cannot check/uncheck, modify dropdown selections, or change field values.",,FD-39659,User does NOT have billing_manager role. Customer Master record exists.,2026-02-20T17:03:49.886Z,Case (text),"1. Login into BTMS as  user without billing_manager role
2. Open  Customer Master Record
3. Click on edit and navigate to Invoice Delivery Options section
4. Attempt to modify fields",No,,
510,125483,Verify integration_admin alone cannot edit Invoice Delivery Options,Will Automate,,2026-02-19T18:40:18.444Z,Mukesh Singh,Finance,,High,Active,Passed,masterbilling,,,,"Entire Invoice Delivery Options section is read-only.
FTP checkbox is NOT editable.
No changes can be saved.",,FD-39659,"User has integration_admin role ONLY
User does NOT have billing_manager. Customer Master record exists.",2026-02-20T17:27:55.150Z,Case (text),"1. Login into BTMS as integration_admin only.
2. Open Customer Master Record.
3. Click Edit and Navigate to Invoice Delivery Options section.
4. Attempt to:
Change Delivery Preference
Modify any checkboxes
Modify FTP checkbox
Modify Email List
Modify Frequency dropdown",No,,
511,125491,Verify Edit History logs Delivery Preference changes,Will Automate,,2026-02-19T18:40:18.566Z,Mukesh Singh,Finance,,High,Active,Passed,masterbilling,,,,"Edit History displays old value, new value, timestamp, and user information.",,FD-39659,User has billing_manager role,2026-02-20T14:01:24.586Z,Case (text),"1. Open Customer Master Record
2. Click on edit and Navigate to Invoice Delivery Options section
3. Change Delivery Preference
4. Save
5. Click on view History",No,,
512,125499,Verify FTP checkbox is editable only when user has both billing_manager and integration_admin roles,Will Automate,,2026-02-19T18:40:18.690Z,Mukesh Singh,Finance,,High,Active,Passed,masterbilling,,,,"All Invoice Delivery Options fields are editable.
Delivery Preference dropdown, Email List, Frequency dropdown, all checkboxes, and the “Send invoice backup docs via FTP” checkbox are enabled and can be modified and saved successfully.",,FD-39659,User has billing_manager role AND integration_admin role. Customer Master record exists.,2026-02-20T14:53:08.206Z,Case (text),"1. Login into BTMS with a user having both billing_manager and integration_admin roles.
2. Open Customer Master Record.
3. Click on Edit and navigate to the Invoice Delivery Options section.
4. Attempt to:
Change Delivery Preference dropdown
Modify Invoice Email List
Modify Frequency dropdown (Weekly/Monthly under Master Summary)
Check/Uncheck all available checkboxes
Check/Uncheck “Send invoice backup docs via FTP” checkbox",No,,
513,133830,Verify Master Invoice format is available for Master customers,Will Automate,,2026-03-06T10:55:30.228Z,Mohammed Suhaib,Finance,,Smoke,Active,Passed,masterbilling,,,,New Master Invoice format is available for selection,,FD-39645,Customer Invoice Delivery Preference is set to Master,2026-03-06T10:57:45.808Z,Case (text),"1. Login into BTMS as billing_manager user
2. Navigate to Customers ? Search
3. Search the Customer and open Customer Master Record
4. Click Edit
5. Navigate to Invoice Delivery Options section
6. Select 'Master Billing' as Invoice Delivery Preference",No,,
